Nome,Sobrenome,Data de Nascimento,Idade,Gênero,Curso,Tipo de Logradouro,Logradouro,Número,Cidade,RA,Nota Final,Valor Mensalidade
Ana,Alves,22/01/1988,36,Feminino,Relações Públicas,Alameda,Colônia Santos,57,Campinas,37002591,2,2700
Gabriel,da Costa,12/09/1968,55,Masculino,Publicidade e Propaganda,Alameda,Avenida de Caldeira,49,Santo André,77051956,7,2400
Juliana,Cirino,25/03/1984,40,Feminino,Relações Internacionais,Alameda,Fazenda Arthur Lopes,86,Guarulhos,42953281,6,2600
Fernanda,Cavalcante,20/05/2004,20,Feminino,Ciências Contábeis,Alameda,Vereda Fonseca,40,Sorocaba,13229402,1,2900
Beatriz,Almeida,09/02/1971,53,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Estrada de Pimenta,81,Santo André,06029445,1,3500
Daniel,Farias,21/08/1975,48,Masculino,Relações Internacionais,Avenida,Lago Duarte,757,Sorocaba,83669841,1,2900
Fernanda,Aparecida,16/11/1968,55,Feminino,Publicidade e Propaganda,Alameda,Loteamento de Ramos,67,São Paulo,91084205,5,4000
Pedro,Dias,15/09/1983,40,Masculino,Publicidade e Propaganda,Alameda,Estação Teixeira,6,Mauá,33109401,0,2000
Patrícia,da Rocha,25/01/1972,52,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Loteamento de Lima,97,São José dos Campos,62049490,3,2300
Luciana,Macedo,16/03/1982,42,Feminino,Ciência de Dados e Inteligência Artificial,Avenida,Vereda de Vieira,62,Mauá,07085297,10,2100
Mateus,Nogueira,15/03/1975,49,Masculino,Relações Internacionais,Viela,Avenida Lorena Cassiano,13,Santo André,07121861,3,3500
Maria,da Cunha,19/06/1974,50,Feminino,Secretariado,Rua,Feira de Araújo,62,Santo André,94629224,6,3200
Claudia,Freitas,16/10/1988,35,Feminino,Publicidade e Propaganda,Viela,Vale da Rocha,10,Sorocaba,64676138,9,2300
Camila,Silva,21/11/1969,54,Feminino,Análise e Desenvolvimento de Sistemas,Alameda,Aeroporto de Pastor,9,São Bernardo do Campo,44337851,2,2300
Daniel,Fernandes,09/04/1969,55,Masculino,Secretariado,Estrada,Via da Costa,31,Sorocaba,92599322,10,2900
Vanessa,Pereira,09/03/1985,39,Feminino,Administração,Rua,Largo Matheus Lima,93,Campinas,44011961,8,2500
Mateus,Marques,02/06/1978,46,Masculino,Ciência da Computação,Rua,Distrito de Lopes,17,Osasco,38065138,9,3100
Luciana,Lima,08/05/1997,27,Feminino,Ciência da Computação,Estrada,Alameda André Moura,41,Santo André,59129275,8,2300
Felipe,da Costa,28/02/1986,38,Masculino,Relações Públicas,Viela,Lago Augusto das Neves,56,São José dos Campos,29206134,5,3900
Beatriz,Leão,07/01/1997,27,Feminino,Relações Internacionais,Viela,Praia Caldeira,24,Santo André,26592329,5,2100
Fernanda,Rezende,14/04/1997,27,Feminino,Ciências Contábeis,Avenida,Rodovia de Câmara,85,São Paulo,29981170,1,4000
João,Sales,19/04/1987,37,Masculino,Relações Públicas,Rua,Vale Ana Júlia Fonseca,3,Guarulhos,95672598,9,2100
Felipe,Moreira,04/06/1987,37,Masculino,Relações Internacionais,Alameda,Estrada de Souza,53,São Paulo,23641661,9,3300
Felipe,Gomes,28/05/1969,55,Masculino,Secretariado,Viela,Ladeira Carvalho,47,Mauá,11636900,9,2700
Luciana,Rios,20/06/1975,49,Feminino,Ciências Econômicas,Rua,Residencial Rezende,953,Mauá,28393230,5,3300
Maria,da Mata,26/09/1974,49,Feminino,Ciências Contábeis,Estrada,Esplanada de Azevedo,23,Mauá,83672432,0,2500
Rafael,da Cruz,17/05/1980,44,Masculino,Relações Públicas,Rua,Recanto de Fernandes,1,São Paulo,04850006,3,3500
Daniel,Moraes,30/08/2003,20,Masculino,Relações Públicas,Avenida,Viela Bruno Pimenta,9,Sorocaba,64582852,4,2200
Lucas,Borges,04/06/2000,24,Masculino,Secretariado,Avenida,Via de Nascimento,19,São José dos Campos,73012087,6,3500
Lucas,Câmara,30/05/1976,48,Masculino,Publicidade e Propaganda,Alameda,Praia Apollo Costela,18,Campinas,42716936,5,3600
Beatriz,Ferreira,10/10/1970,53,Feminino,Análise e Desenvolvimento de Sistemas,Estrada,Feira Lucas Novais,31,São Bernardo do Campo,28890136,2,3800
Beatriz,Cavalcanti,05/05/2006,18,Feminino,Relações Públicas,Estrada,Esplanada Hellena Vasconcelos,172,São Paulo,94070645,10,3900
Vanessa,Ferreira,24/01/2005,19,Feminino,Ciência de Dados e Inteligência Artificial,Alameda,Travessa de Cunha,63,Campinas,73922226,7,2500
Pedro,Cirino,01/12/2002,21,Masculino,Ciências Contábeis,Viela,Trecho de Mendes,48,Santo André,12255981,10,3300
José,Ribeiro,29/12/1996,27,Masculino,Relações Internacionais,Estrada,Área de Azevedo,107,São Paulo,80663970,10,2800
Juliana,Cassiano,09/10/1985,38,Feminino,Ciência de Dados e Inteligência Artificial,Estrada,Colônia de Pinto,1,Mauá,31734156,6,3000
Claudia,Fogaça,18/02/1994,30,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Conjunto Letícia Nunes,95,São Paulo,57874234,9,3400
Ana,Farias,26/03/1981,43,Feminino,Análise e Desenvolvimento de Sistemas,Estrada,Via de Azevedo,57,Ribeirão Preto,15768536,2,3200
Carlos,Cavalcanti,16/07/2001,23,Masculino,Relações Públicas,Viela,Ladeira de das Neves,1,Guarulhos,80699007,1,2200
Ana,Cavalcante,31/01/1967,57,Feminino,Relações Internacionais,Avenida,Esplanada Cavalcante,41,São José dos Campos,13225219,0,2900
Claudia,Caldeira,08/02/1966,58,Feminino,Ciências Econômicas,Rua,Estrada Fernandes,579,Guarulhos,12252483,10,2400
José,da Cunha,10/03/1976,48,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Estação Nascimento,63,Guarulhos,05831523,6,3400
Rafael,Correia,23/01/1965,59,Masculino,Publicidade e Propaganda,Alameda,Setor de Pinto,6,São Paulo,58309754,4,3600
João,Almeida,25/12/1992,31,Masculino,Secretariado,Alameda,Residencial de Melo,3,São Bernardo do Campo,23920382,7,2400
Claudia,Souza,16/12/1974,49,Feminino,Secretariado,Estrada,Alameda da Mota,80,São Bernardo do Campo,12649713,0,2300
Beatriz,Pereira,14/03/1995,29,Feminino,Ciência de Dados e Inteligência Artificial,Alameda,Loteamento Ferreira,13,Mauá,34208274,5,3500
Fernanda,Campos,20/08/1993,30,Feminino,Ciências Contábeis,Rua,Quadra Vitor Barros,24,Ribeirão Preto,73069212,8,2500
José,Pires,12/11/2003,20,Masculino,Relações Internacionais,Estrada,Viela de Dias,76,Santo André,36370831,1,3500
Camila,da Paz,15/03/2002,22,Feminino,Ciências Contábeis,Avenida,Loteamento Pimenta,7,São Paulo,74303946,2,2600
Patrícia,Alves,14/07/1993,31,Feminino,Relações Internacionais,Alameda,Lago de Silveira,99,São Paulo,04182276,5,4000
Camila,Pires,21/02/1996,28,Feminino,Relações Públicas,Avenida,Travessa Nascimento,97,São Bernardo do Campo,19616631,4,2300
Rafael,Moreira,18/12/1987,36,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Fazenda Luiz Fernando Casa Grande,52,Campinas,22603879,8,2500
Mateus,Pacheco,22/05/1987,37,Masculino,Ciência da Computação,Alameda,Colônia Silveira,74,Ribeirão Preto,24818673,10,2500
Camila,Cavalcante,31/01/1981,43,Feminino,Relações Públicas,Estrada,Feira de Porto,63,Santo André,24947465,0,3900
Mateus,Sá,04/04/1977,47,Masculino,Ciência da Computação,Avenida,Trecho de Cavalcanti,36,Guarulhos,73341438,1,2200
Fernanda,Ramos,07/03/1981,43,Feminino,Ciência da Computação,Avenida,Passarela Ramos,28,São José dos Campos,51667865,5,2000
Ana,Garcia,28/09/1987,36,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Trevo Lorena Cavalcante,217,Osasco,99984841,1,2300
José,Novais,30/04/1972,52,Masculino,Ciência da Computação,Rua,Trecho Bryan Fonseca,1,Sorocaba,79053318,6,3700
Ana,Siqueira,25/03/1971,53,Feminino,Administração,Rua,Aeroporto de Novais,2,São Bernardo do Campo,37408306,5,3000
Claudia,Campos,27/06/2000,24,Feminino,Ciências Contábeis,Estrada,Jardim Lara Pimenta,70,São Paulo,13740114,8,2700
Carlos,Ramos,22/11/2003,20,Masculino,Relações Internacionais,Estrada,Favela Freitas,1,Ribeirão Preto,53611361,10,2100
Carlos,Cunha,19/10/1978,45,Masculino,Administração,Avenida,Vila de Mendonça,37,São Paulo,06728959,10,2500
Felipe,Moraes,09/09/1984,39,Masculino,Ciências Econômicas,Rua,Travessa de Souza,887,Guarulhos,77399249,8,3000
Luciana,Cavalcante,16/03/1983,41,Feminino,Análise e Desenvolvimento de Sistemas,Avenida,Estrada de Cassiano,152,São José dos Campos,70505063,3,2600
Fernanda,Casa Grande,08/10/1975,48,Feminino,Ciências Contábeis,Viela,Vereda Guerra,49,Santo André,12132998,8,3900
Camila,Monteiro,01/03/1964,60,Feminino,Ciência da Computação,Rua,Residencial Freitas,81,Mauá,46575512,4,2200
Pedro,da Costa,02/11/1997,26,Masculino,Relações Internacionais,Viela,Núcleo Farias,44,Guarulhos,43420881,6,2800
Daniel,Guerra,28/03/1980,44,Masculino,Ciência de Dados e Inteligência Artificial,Viela,Via Teixeira,27,Guarulhos,51098538,1,3200
Vanessa,Araújo,29/03/2002,22,Feminino,Publicidade e Propaganda,Viela,Alameda de Cunha,28,Mauá,76858565,5,3600
Lucas,Vieira,17/12/1997,26,Masculino,Secretariado,Rua,Trevo Gomes,59,Osasco,96678865,2,4000
Fernanda,Marques,07/06/1990,34,Feminino,Ciências Econômicas,Alameda,Ladeira da Paz,9,São José dos Campos,21888031,1,3600
Gabriel,Cardoso,22/06/1992,32,Masculino,Ciências Contábeis,Avenida,Praia de Nascimento,25,Sorocaba,81690649,4,2300
Mateus,Alves,03/08/1968,56,Masculino,Administração,Avenida,Sítio de Nascimento,1,Campinas,37165424,7,2500
Juliana,Macedo,14/01/2005,19,Feminino,Ciência da Computação,Estrada,Setor de Siqueira,1,Guarulhos,91592608,9,2800
Vanessa,da Conceição,29/07/1976,48,Feminino,Administração,Alameda,Lago Bento Pimenta,67,Guarulhos,45277057,0,3900
Beatriz,Pereira,31/01/2000,24,Feminino,Ciência de Dados e Inteligência Artificial,Alameda,Lagoa Emanuelly da Rocha,314,Campinas,56518563,9,3800
José,Castro,09/03/2006,18,Masculino,Secretariado,Estrada,Núcleo Ana Júlia Sales,7,São Bernardo do Campo,01416183,4,2700
Luciana,Teixeira,29/08/1997,26,Feminino,Relações Internacionais,Avenida,Vereda Dias,49,Ribeirão Preto,89663522,7,2300
Maria,Pereira,27/10/1995,28,Feminino,Ciências Contábeis,Estrada,Aeroporto Manuela Cardoso,71,Mauá,31296872,7,3100
Daniel,Costela,18/05/1997,27,Masculino,Ciência da Computação,Viela,Via Fogaça,61,Guarulhos,18185951,2,3700
João,Montenegro,03/08/1979,45,Masculino,Análise e Desenvolvimento de Sistemas,Viela,Vereda Fonseca,58,Santo André,56313626,1,3400
Gabriel,Sousa,14/01/1980,44,Masculino,Ciência da Computação,Avenida,Residencial Barros,545,Sorocaba,31692730,6,3700
Rafael,Cardoso,19/05/1971,53,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Alameda Guerra,529,Sorocaba,57006456,2,3200
Rafael,Araújo,04/02/1968,56,Masculino,Administração,Avenida,Esplanada Gustavo Henrique da Conceição,8,São José dos Campos,38912302,3,3700
Juliana,Montenegro,16/10/1971,52,Feminino,Administração,Avenida,Distrito Antony Sousa,562,São José dos Campos,09626060,8,3600
Vanessa,Montenegro,08/07/1990,34,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Lagoa Benicio da Cruz,4,Ribeirão Preto,18831993,6,2900
Maria,Pacheco,14/12/1972,51,Feminino,Análise e Desenvolvimento de Sistemas,Alameda,Colônia Rebeca Freitas,3,Santo André,25299743,7,2000
Gabriel,Melo,05/03/1975,49,Masculino,Secretariado,Viela,Distrito Machado,590,São José dos Campos,43483335,0,2600
Juliana,Macedo,15/12/2005,18,Feminino,Secretariado,Avenida,Núcleo Gonçalves,91,Osasco,30386616,2,3000
José,Alves,09/09/1980,43,Masculino,Análise e Desenvolvimento de Sistemas,Alameda,Estação Eduardo Costa,7,Guarulhos,68763637,4,3800
Lucas,Aragão,10/12/1982,41,Masculino,Ciência da Computação,Avenida,Alameda Diogo Jesus,2,Osasco,35502465,8,3100
Vanessa,da Cunha,25/07/1964,60,Feminino,Relações Internacionais,Viela,Estação de Siqueira,16,Campinas,18699010,8,4000
Luciana,Pacheco,26/03/1977,47,Feminino,Publicidade e Propaganda,Viela,Campo de Cardoso,77,Guarulhos,59155060,4,3100
José,da Rocha,18/04/2005,19,Masculino,Ciência da Computação,Estrada,Residencial Sophia da Rosa,188,Sorocaba,69688788,7,2900
Lucas,Albuquerque,15/04/1972,52,Masculino,Secretariado,Viela,Campo Rocha,4,Mauá,12598999,3,3700
Mateus,Sampaio,12/01/1971,53,Masculino,Análise e Desenvolvimento de Sistemas,Alameda,Praça Levi Souza,87,Sorocaba,71462207,0,3000
Maria,Freitas,31/05/1967,57,Feminino,Ciência da Computação,Estrada,Avenida Vieira,675,São Paulo,13891790,0,4000
Carlos,da Conceição,02/06/2006,18,Masculino,Ciências Econômicas,Rua,Rua de Pires,31,Santo André,79849390,7,3300
Maria,Fonseca,29/07/1985,39,Feminino,Ciência da Computação,Viela,Vila de Novais,1,Santo André,71419565,9,2700
Maria,Cirino,26/07/1977,47,Feminino,Ciências Contábeis,Avenida,Passarela Mendonça,3,Santo André,14919086,1,3600
Beatriz,Vasconcelos,06/11/1982,41,Feminino,Ciências Econômicas,Alameda,Área de Gonçalves,5,São Paulo,20387406,1,2600
Juliana,Caldeira,20/01/1978,46,Feminino,Relações Internacionais,Rua,Morro Barbosa,3,Campinas,93279040,4,2400
Maria,Campos,26/11/1975,48,Feminino,Ciência da Computação,Rua,Campo de Andrade,51,São Bernardo do Campo,89958407,9,3700
Vanessa,Rezende,27/06/1980,44,Feminino,Relações Públicas,Alameda,Fazenda de Novaes,4,Sorocaba,26044603,1,2200
Fernanda,Fernandes,06/05/2000,24,Feminino,Secretariado,Alameda,Via Emanuelly Cardoso,5,Campinas,04449975,7,3100
Mateus,Albuquerque,24/06/1967,57,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Viaduto Marcelo Melo,10,Campinas,86214724,3,2700
Luciana,Aragão,07/04/1975,49,Feminino,Ciências Contábeis,Rua,Viela Nathan Moura,75,Osasco,42414718,6,2800
Fernanda,Borges,17/01/1985,39,Feminino,Relações Internacionais,Viela,Trevo de Borges,168,Santo André,73180947,9,3100
Patrícia,Camargo,17/06/1983,41,Feminino,Ciência de Dados e Inteligência Artificial,Estrada,Estrada de Aragão,6,Guarulhos,01625838,4,3100
Rafael,Viana,07/04/1968,56,Masculino,Ciências Contábeis,Alameda,Chácara Antônio Lima,20,Mauá,61500760,9,2700
Beatriz,Carvalho,07/04/2005,19,Feminino,Ciência da Computação,Avenida,Avenida Olívia Cirino,243,São José dos Campos,60494181,7,2500
Carlos,da Paz,16/08/1976,47,Masculino,Análise e Desenvolvimento de Sistemas,Viela,Conjunto Peixoto,90,Ribeirão Preto,64904957,6,2100
Juliana,da Costa,29/05/1979,45,Feminino,Ciência da Computação,Rua,Quadra Cirino,648,Santo André,68274466,5,3600
Patrícia,Machado,07/10/2005,18,Feminino,Ciências Contábeis,Rua,Rodovia Lorena Ferreira,663,São Bernardo do Campo,84532371,6,3300
Fernanda,Sales,24/09/1990,33,Feminino,Análise e Desenvolvimento de Sistemas,Avenida,Travessa de da Costa,41,Santo André,83156371,0,2800
Luciana,da Mata,24/09/1991,32,Feminino,Administração,Rua,Travessa Aurora Azevedo,22,São Bernardo do Campo,43735006,6,3700
Lucas,Andrade,13/05/1976,48,Masculino,Ciências Econômicas,Viela,Colônia de Cirino,501,Sorocaba,61349022,9,2400
Pedro,Pastor,04/02/1979,45,Masculino,Relações Internacionais,Alameda,Ladeira Ferreira,67,São José dos Campos,33511156,9,3900
Ana,Castro,17/10/1987,36,Feminino,Administração,Alameda,Setor de Vieira,13,Sorocaba,41517025,9,3800
Mateus,Pires,28/06/1985,39,Masculino,Publicidade e Propaganda,Viela,Esplanada da Mata,313,Guarulhos,31310510,8,2500
Juliana,Barbosa,17/11/1986,37,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Rodovia Moura,6,Mauá,95132581,5,2500
Daniel,Garcia,17/12/1994,29,Masculino,Relações Públicas,Estrada,Loteamento de Leão,67,Campinas,78558514,1,3100
Lucas,Pereira,10/06/1982,42,Masculino,Ciência da Computação,Estrada,Distrito de Carvalho,451,Guarulhos,78992878,3,2300
Daniel,Câmara,07/01/1980,44,Masculino,Publicidade e Propaganda,Estrada,Feira Sá,48,Guarulhos,32441245,2,2700
José,Costa,19/06/1983,41,Masculino,Ciências Econômicas,Avenida,Aeroporto de Câmara,4,Santo André,30018482,8,3000
Felipe,Ribeiro,25/05/1990,34,Masculino,Ciências Econômicas,Alameda,Chácara Murilo Teixeira,38,Osasco,38045924,7,3600
João,Marques,18/01/1973,51,Masculino,Ciência da Computação,Avenida,Via Maria Clara Guerra,56,Sorocaba,06277865,0,2900
Vanessa,Oliveira,07/09/1969,54,Feminino,Administração,Avenida,Estação Sales,631,Santo André,66951357,10,3500
Fernanda,Cirino,03/06/1969,55,Feminino,Relações Internacionais,Viela,Passarela de Pimenta,53,Mauá,41019857,0,4000
Lucas,Farias,19/02/2005,19,Masculino,Ciência da Computação,Viela,Parque Siqueira,519,Osasco,08462704,8,3300
Vanessa,Abreu,21/08/2004,19,Feminino,Secretariado,Viela,Setor de Fernandes,8,Sorocaba,95953885,10,2700
Claudia,Araújo,12/04/1988,36,Feminino,Relações Internacionais,Viela,Estação Ayla Abreu,80,São Bernardo do Campo,01181380,1,4000
Pedro,Novais,10/07/1964,60,Masculino,Relações Públicas,Alameda,Fazenda Eduardo Sampaio,8,Santo André,37368812,8,2300
Maria,Costela,02/05/1981,43,Feminino,Ciências Econômicas,Estrada,Favela de Siqueira,22,Guarulhos,53857671,7,2700
Maria,Guerra,01/01/1992,32,Feminino,Ciência da Computação,Alameda,Favela Agatha Rocha,768,Osasco,65990079,1,3000
Luciana,Nunes,17/07/1992,32,Feminino,Ciências Econômicas,Avenida,Núcleo Leão,348,São Bernardo do Campo,25327732,0,2900
João,Pinto,10/09/1976,47,Masculino,Relações Públicas,Estrada,Viaduto de Vieira,98,São Bernardo do Campo,65046606,8,2500
Vanessa,da Mata,29/04/1995,29,Feminino,Relações Internacionais,Estrada,Rodovia Maria Eduarda Novais,506,Mauá,31986103,6,3400
Beatriz,Lopes,20/05/1965,59,Feminino,Análise e Desenvolvimento de Sistemas,Estrada,Condomínio da Luz,920,Sorocaba,64433188,8,2800
Mateus,Moraes,09/01/2003,21,Masculino,Relações Públicas,Viela,Setor Otto Freitas,95,Mauá,79581619,8,3300
Daniel,Nunes,29/11/1990,33,Masculino,Relações Internacionais,Alameda,Passarela Teixeira,60,Mauá,68762369,8,3700
Daniel,Vieira,01/04/2005,19,Masculino,Publicidade e Propaganda,Avenida,Largo Calebe Brito,2,Santo André,43669564,5,3200
Maria,Borges,15/10/1970,53,Feminino,Administração,Alameda,Largo de das Neves,9,Mauá,04373282,0,2300
Mateus,da Mata,29/01/1995,29,Masculino,Relações Internacionais,Avenida,Ladeira Cardoso,32,Ribeirão Preto,07077698,9,3700
José,Moraes,03/11/1985,38,Masculino,Administração,Estrada,Vereda Freitas,85,Osasco,65841321,5,2100
Juliana,Cavalcanti,18/06/2000,24,Feminino,Publicidade e Propaganda,Alameda,Chácara Cavalcanti,27,Santo André,02669713,9,2100
Gabriel,Pacheco,16/04/1974,50,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Área Vinícius Ferreira,58,Sorocaba,76280437,1,2000
Ana,Macedo,04/09/1968,55,Feminino,Administração,Alameda,Trecho Théo Farias,503,Sorocaba,42113527,6,3700
João,Mendes,11/10/2005,18,Masculino,Relações Públicas,Avenida,Loteamento de Pinto,78,Ribeirão Preto,17879902,5,2100
Vanessa,Mendonça,07/07/1978,46,Feminino,Relações Internacionais,Rua,Conjunto de Lima,189,Osasco,99894120,2,3100
José,da Costa,24/07/1974,50,Masculino,Administração,Rua,Lagoa Mariah Abreu,9,São Paulo,68014123,4,3600
Pedro,Sales,08/03/1975,49,Masculino,Ciências Contábeis,Viela,Rodovia de Monteiro,54,Guarulhos,58622261,8,4000
Gabriel,da Cruz,16/12/1991,32,Masculino,Ciências Econômicas,Rua,Núcleo Fonseca,1,Campinas,67627915,8,3000
Juliana,Caldeira,25/08/1987,36,Feminino,Administração,Rua,Estrada Cecilia da Conceição,5,Guarulhos,04020781,2,2900
Ana,Garcia,10/01/1999,25,Feminino,Relações Internacionais,Avenida,Alameda Leandro Rezende,7,Campinas,09232706,6,2900
Vanessa,Alves,06/12/1963,60,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Praia Gomes,659,Santo André,78070282,3,2200
Lucas,Silveira,21/05/1979,45,Masculino,Relações Internacionais,Viela,Estrada Amanda Sá,68,Ribeirão Preto,21064246,3,2700
Patrícia,Pimenta,09/06/1969,55,Feminino,Relações Públicas,Alameda,Vereda Amanda Alves,2,Sorocaba,82166719,8,4000
Lucas,Nogueira,25/12/1973,50,Masculino,Publicidade e Propaganda,Viela,Trecho Heitor Barros,779,São Paulo,00812183,10,4000
Maria,Lima,10/09/1973,50,Feminino,Secretariado,Rua,Rodovia Heloísa Azevedo,469,São Bernardo do Campo,52560629,10,2400
Camila,Pimenta,22/09/1972,51,Feminino,Ciências Contábeis,Alameda,Praia Milena Oliveira,4,São Paulo,06757153,10,2000
João,Farias,10/11/1999,24,Masculino,Relações Públicas,Estrada,Lagoa Anthony Gabriel da Cunha,23,Guarulhos,64859148,7,2300
Juliana,Vieira,27/11/1992,31,Feminino,Ciências Econômicas,Alameda,Jardim Lopes,1,Guarulhos,22056961,6,4000
João,da Cunha,21/05/1994,30,Masculino,Publicidade e Propaganda,Estrada,Vereda da Paz,31,Mauá,67184871,4,2500
Lucas,Montenegro,07/10/1973,50,Masculino,Administração,Alameda,Praça de Casa Grande,682,Ribeirão Preto,49716996,1,3300
